Compound_CID,SMILES,Carcinogenicity
2800,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,"3, not classifiable as to its carcinogenicity to humans. (L135)"
2801,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,No indication of carcinogenicity to humans (not listed by IARC).
2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,No indication of carcinogenicity to humans (not listed by IARC).
2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
2809,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
2811,CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,No indication of carcinogenicity to humans (not listed by IARC).
2812,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,No indication of carcinogenicity to humans (not listed by IARC).
2816,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,No indication of carcinogenicity to humans (not listed by IARC).
2871,CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,No indication of carcinogenicity to humans (not listed by IARC).
2879,CC1=CC=C(C=C1)O,No indication of carcinogenicity to humans (not listed by IARC).
2907,C1CNP(=O)(OC1)N(CCCl)CCCl,Group 1: Carcinogenic to humans
2912,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,Spraying and application of nonarsenical insecticides entail exposures that are probably carcinogenic to humans (Group 2A). (L135)
2913,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,No indication of carcinogenicity to humans (not listed by IARC).
2950,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Group 2B: Possibly carcinogenic to humans
2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Group 3: Not classifiable as to its carcinogenicity to humans
2969,CCCCCCCCCC(=O)O,No indication of carcinogenicity (not listed by IARC). (L135)
2995,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,No indication of carcinogenicity to humans (not listed by IARC).
2997,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
3007,CC(CC1=CC=CC=C1)N,No indication of carcinogenicity to humans (not listed by IARC).
3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,Group 3: Not classifiable as to its carcinogenicity to humans
3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,Group 2A: Probably carcinogenic to humans
3023,C1=CC=C2C(=C1)C3=CC=CC=C3S2,Group 3: Not classifiable as to its carcinogenicity to humans
3024,C(Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
3026,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,No indication of carcinogenicity to humans (not listed by IARC).
3030,COC1=C(C=CC(=C1C(=O)O)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3031,C1=CC(=C(C(=C1)Cl)C#N)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3035,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,"Not directly listed by IARC, but carcinogenicity studies of this DDT metabolite are discussed in connection with DDT (L2151)."
3036,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,Group 2A: Probably carcinogenic to humans
3039,COP(=O)(OC)OC=C(Cl)Cl,Group 2B: Possibly carcinogenic to humans
3048,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,"3, not classifiable as to its carcinogenicity to humans. (L135)"
3054,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"1, carcinogenic to humans. (L135)"
3059,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
3062,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,"2B, possibly carcinogenic to humans. (L135)"
3082,CNC(=O)CSP(=S)(OC)OC,Spraying and application of nonarsenical insecticides entail exposures that are probably carcinogenic to humans (Group 2A). (L135)
3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
3102,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,Group 2B: Possibly carcinogenic to humans
3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Group 3: Not classifiable as to its carcinogenicity to humans
3118,CCOP(=S)(OCC)SCCSCC,No indication of carcinogenicity to humans (not listed by IARC).
3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Not listed by IARC.
3121,CCCC(CCC)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,No indication of carcinogenicity to humans (not listed by IARC).
3158,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,No indication of carcinogenicity to humans (not listed by IARC).
3162,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C,No indication of carcinogenicity to humans (not listed by IARC).
3198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3220,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,No indication of carcinogenicity to humans (not listed by IARC).
3224,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,Not Available
3226,C(C(OC(F)F)(F)F)(F)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3249,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,No indication of carcinogenicity to humans (not listed by IARC).
3259,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,No indication of carcinogenicity to humans (not listed by IARC).
3261,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,Group 3: Not classifiable as to its carcinogenicity to humans
3269,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,No indication of carcinogenicity to humans (not listed by IARC).
3283,CCOCC,No indication of carcinogenicity to humans (not listed by IARC).
3284,C#CC1(CCCCC1)OC(=O)N,No indication of carcinogenicity to humans (not listed by IARC).
3286,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,No indication of carcinogenicity to humans (not listed by IARC).
3289,CCCSP(=O)(OCC)SCCC,No indication of carcinogenicity to humans (not listed by IARC).
3291,CCC1(CC(=O)NC1=O)C,No indication of carcinogenicity to humans (not listed by IARC).
3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
3293,CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,No indication of carcinogenicity to humans (not listed by IARC).
3299,CCOC(=O)C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F,No indication of carcinogenicity to humans (not listed by IARC).
3305,CC(O)(P(=O)(O)O)P(=O)(O)O,No indication of carcinogenicity to humans (not listed by IARC).
3307,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,No indication of carcinogenicity to humans (not listed by IARC).
3314,COC1=C(C=CC(=C1)CC=C)O,Group 3: Not classifiable as to its carcinogenicity to humans
3330,C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,No indication of carcinogenicity to humans (not listed by IARC).
3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3345,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
3346,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,Spraying and application of nonarsenical insecticides entail exposures that are probably carcinogenic to humans (Group 2A). (L135)
3347,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,Group 3: Not classifiable as to its carcinogenicity to humans
3348,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
3365,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,No indication of carcinogenicity to humans (not listed by IARC).
3366,C1=NC(=O)NC(=C1F)N,No indication of carcinogenicity to humans (not listed by IARC).
3369,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,No indication of carcinogenicity to humans (not listed by IARC).
3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,No indication of carcinogenicity to humans (not listed by IARC).
3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,No indication of carcinogenicity to humans (not listed by IARC).
3385,C1=C(C(=O)NC(=O)N1)F,Group 3: Not classifiable as to its carcinogenicity to humans
3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
3393,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,No indication of carcinogenicity to humans (not listed by IARC).
3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
3430,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)C=CC=CC=CC=CC(=O)O)OC)C,No indication of carcinogenicity to humans (not listed by IARC).
3440,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Group 3: Not classifiable as to its carcinogenicity to humans
3442,CCCCC1=CN=C(C=C1)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3446,C1CCC(CC1)(CC(=O)O)CN,No indication of carcinogenicity to humans (not listed by IARC).
3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Group 3: Not classifiable as to its carcinogenicity to humans
3468,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C,No indication of carcinogenicity to humans (not listed by IARC).
3478,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,No indication of carcinogenicity to humans (not listed by IARC).
3485,C(CC=O)CC=O,No indication of carcinogenicity to humans (not listed by IARC).
3496,C(C(=O)O)NCP(=O)(O)O,Group 2A: Probably carcinogenic to humans
3503,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,No indication of carcinogenicity to humans (not listed by IARC).
3511,CC1(C(CC2C1(C(CC34CC(C(C3O)CCC4C2(C)O)(C)O)O)O)O)C,No indication of carcinogenicity to humans (not listed by IARC).
3512,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,"2B, possibly carcinogenic to humans. (L135)"
3516,COC1=CC=CC=C1OCC(CO)O,No indication of carcinogenicity to humans (not listed by IARC).
3520,C(=N)(N)N,No indication of carcinogenicity to humans (not listed by IARC).
3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,No indication of carcinogenicity to humans (not listed by IARC).
3562,C(C(F)(F)F)(Cl)Br,No indication of carcinogenicity to humans (not listed by IARC).
3563,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Br)C4=CC=CC=C4F,No indication of carcinogenicity to humans (not listed by IARC).
3589,C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,Group 2B: Possibly carcinogenic to humans
3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Group 3: Not classifiable as to its carcinogenicity to humans
3608,CC1(C(=O)NC(=O)N(C1=O)C)C2=CCCCC2,No indication of carcinogenicity to humans (not listed by IARC).
3610,CCCCCCC1=C(C=C(C=C1)O)O,No indication of carcinogenicity to humans (not listed by IARC).
3637,C1=CC=C2C(=C1)C=NN=C2NN,Group 3: Not classifiable as to its carcinogenicity to humans
3639,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Group 1: Carcinogenic to humans
3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,No indication of carcinogenicity to humans (not listed by IARC).
3657,C(=O)(N)NO,Group 3: Not classifiable as to its carcinogenicity to humans
3658,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3675,C1=CC=C(C=C1)CCNN,"3, not classifiable as to its carcinogenicity to humans. (L135)"
3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,No indication of carcinogenicity to humans (not listed by IARC).
3690,C1CN(P(=O)(OC1)NCCCl)CCCl,Group 3: Not classifiable as to its carcinogenicity to humans
3696,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,No indication of carcinogenicity to humans (not listed by IARC).
3712,C1=CC=C2C(=C1)C(=CN2)CO,Not Available
3715,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3759,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
3763,C(C(F)(F)F)(OC(F)F)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3767,C1=CN=CC=C1C(=O)NN,Group 3: Not classifiable as to its carcinogenicity to humans
3776,CC(C)O,Group 3: Not classifiable as to its carcinogenicity to humans
3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
3793,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3821,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,No indication of carcinogenicity to humans (not listed by IARC).
3840,C1=C(OC=C(C1=O)O)CO,Group 3: Not classifiable as to its carcinogenicity to humans
3845,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3869,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,No indication of carcinogenicity to humans (not listed by IARC).
3893,CCCCCCCCCCCC(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
3902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,No indication of carcinogenicity to humans (not listed by IARC).
3918,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O,No indication of carcinogenicity to humans (not listed by IARC).
3950,C1CCC(CC1)NC(=O)N(CCCl)N=O,Group 2A: Probably carcinogenic to humans
3957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,No indication of carcinogenicity to humans (not listed by IARC).
3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,No indication of carcinogenicity to humans (not listed by IARC).
3964,CN1CCN(CC1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,No indication of carcinogenicity to humans (not listed by IARC).
4004,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,Group 2A: Probably carcinogenic to humans
4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,No indication of carcinogenicity to humans (not listed by IARC).
4020,C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,No indication of carcinogenicity to humans (not listed by IARC).
4021,CC1=NN(C(=O)C1)C2=CC=CC=C2,Not Available
4033,CN(CCCl)CCCl,Group 2A: Probably carcinogenic to humans
4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,No indication of carcinogenicity to humans (not listed by IARC).
4041,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
4053,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,Group 2B: Possibly carcinogenic to humans
4054,CC12CC3CC(C1)(CC(C3)(C2)N)C,No indication of carcinogenicity to humans (not listed by IARC).
4055,CC1=CC(=O)C2=CC=CC=C2C1=O,"3, not classifiable as to its carcinogenicity to humans. (L135)"
4058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
4062,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,No indication of carcinogenicity to humans (not listed by IARC).
4078,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
4091,CN(C)C(=N)N=C(N)N,No indication of carcinogenicity to humans (not listed by IARC).
4095,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
4096,COP(=O)(N)SC,No indication of carcinogenicity to humans (not listed by IARC).
4099,CCC1(C(=O)NC(=O)N(C1=O)C)CC,No indication of carcinogenicity to humans (not listed by IARC).
4101,C1N2CN3CN1CN(C2)C3,No indication of carcinogenicity to humans (not listed by IARC).
4109,CC(=NOC(=O)NC)SC,No indication of carcinogenicity to humans (not listed by IARC).
4114,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,Group 1: Carcinogenic to humans
4115,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,Group 3: Not classifiable as to its carcinogenicity to humans
4116,COC(C(Cl)Cl)(F)F,No indication of carcinogenicity to humans (not listed by IARC).
4130,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],Group 3: Not classifiable as to its carcinogenicity to humans
4133,COC(=O)C1=CC=CC=C1O,No indication of carcinogenicity to humans (not listed by IARC).
4156,COS(=O)(=O)C,Group 2A: Probably carcinogenic to humans
4158,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,No indication of carcinogenicity to humans (not listed by IARC).
4162,CCC1(C(=O)C(CNC1=O)C)CC,No indication of carcinogenicity to humans (not listed by IARC).
4167,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24,No indication of carcinogenicity to humans (not listed by IARC).
4169,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,No indication of carcinogenicity to humans (not listed by IARC).
4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Group 2B: Possibly carcinogenic to humans
4177,CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,No indication of carcinogenicity to humans (not listed by IARC).
4189,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,No indication of carcinogenicity to humans (not listed by IARC).
4192,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,No indication of carcinogenicity to humans (not listed by IARC).
4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,No indication of carcinogenicity to humans (not listed by IARC).
4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,"Not directly listed by IARC, but carcinogenicity studies of this DDT metabolite are discussed in connection with DDT (L2151)."
4212,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Group 2B: Possibly carcinogenic to humans
4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,No indication of carcinogenicity to humans (not listed by IARC).
4236,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,No indication of carcinogenicity to humans (not listed by IARC).
4266,C1=C(ONC1=O)CN,No indication of carcinogenicity to humans (not listed by IARC).
4276,COC1=CC(=CC2=C1OCO2)CC=C,No indication of carcinogenicity to humans (not listed by IARC).
4284,CCN(CC)C(=O)C1=CC=CC(=C1)C,No indication of carcinogenicity to humans (not listed by IARC).
4417,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,No indication of carcinogenicity to humans (not listed by IARC).
4420,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,No indication of carcinogenicity to humans (not listed by IARC).
4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Not Available
4440,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,No indication of carcinogenicity to humans (not listed by IARC).
4449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,No indication of carcinogenicity to humans (not listed by IARC).
4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Not Available
4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,No indication of carcinogenicity to humans (not listed by IARC).
4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,No indication of carcinogenicity to humans (not listed by IARC).
4496,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,No indication of carcinogenicity to humans (not listed by IARC).
4534,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,No indication of carcinogenicity to humans (not listed by IARC).
4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,No indication of carcinogenicity to humans (not listed by IARC).
4568,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
4594,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,No indication of carcinogenicity to humans (not listed by IARC).
4595,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,No indication of carcinogenicity to humans (not listed by IARC).
4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,No indication of carcinogenicity to humans (not listed by IARC).
4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,Group 2B: Possibly carcinogenic to humans
4617,CC1CN2CC(=O)NC3=C(C2(O1)C4=CC=CC=C4)C=C(C=C3)Cl,No indication of carcinogenicity to humans (not listed by IARC).
4632,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,No indication of carcinogenicity to humans (not listed by IARC).
4641,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,Group 3: Not classifiable as to its carcinogenicity to humans
